,VaR_0.01,VaR_0.025,VaR_0.01875,VaR_0.0125,VaR_0.00625,ES_0.01,ES_0.025,ES_0.01875,ES_0.0125,ES_0.00625
2022-02-01,-0.04412005511551703,-0.037442357501060765,-0.03963520401771351,-0.04257184839035915,-0.04724321165162743,0.046855949139234805,0.04088856199335199,0.042833362137031865,0.04546089402905641,0.049688997932945456
2022-02-02,-0.04357105717876579,-0.036972336358835255,-0.03913924818979674,-0.04204116101684028,-0.04665727629927802,0.046328978439843314,0.04043216728222562,0.042353966372217694,0.044950422576433766,0.04912852090766435
2022-02-03,-0.04301035839358485,-0.036499507898497534,-0.03863756455408654,-0.04150083473663315,-0.046055480597882996,0.04569254439446645,0.03987425674558609,0.04177046464678123,0.04433234574828702,0.04845480740877328
2022-02-04,-0.043322270571732935,-0.03679866550283055,-0.03894091055154194,-0.04180978980020415,-0.04637335808516542,0.04555439871918539,0.039724713207713806,0.04162463572709329,0.04419153548194386,0.04832207292939346
2022-02-07,-0.042804233108226016,-0.03635124159523923,-0.038470298308830024,-0.04130812390493344,-0.0458222946894542,0.04511040712203021,0.03934382396263033,0.041223181122267694,0.043762295945710794,0.04784812315489086
2022-02-08,-0.04094031698140007,-0.034785293337124566,-0.036806502283310706,-0.039513290849078106,-0.04381901910815072,0.042914851308561534,0.03741454100730734,0.0392071185630544,0.041628989371712735,0.045526152885459165
2022-02-09,-0.040668763965544676,-0.03455775774295038,-0.03656451208885682,-0.03925194315730379,-0.04352687916156508,0.04258671722066379,0.03712574218307393,0.03890550018738987,0.0413100510774251,0.045179344171875135
2022-02-10,-0.04402843783480664,-0.03731852304868895,-0.03952194915680167,-0.042472761642669034,-0.047166662329374984,0.047386488592731216,0.04139031123394136,0.043344494246342395,0.04598470290974814,0.05023320569318199
2022-02-11,-0.04600893704837603,-0.039012391920291635,-0.0413099427377335,-0.04438680636118814,-0.0492812184406426,0.04931100046469716,0.04305868179537996,0.04509634249162117,0.04784933409433058,0.05227932201497982
2022-02-14,-0.044186466363869054,-0.037509474983689346,-0.03970208958457371,-0.0426384233772809,-0.04730929259448731,0.046779916255364214,0.04081316022121889,0.04275775468255107,0.04538500868641835,0.049612665425420005
2022-02-15,-0.044174234399676875,-0.037525709331854964,-0.03970897606203602,-0.042632791253149976,-0.04728374694725164,0.04640432722140678,0.040463009521888485,0.04239931350773647,0.04501536662353022,0.04922499940676772
2022-02-16,-0.04659389490464144,-0.039490425557421785,-0.04182308853702101,-0.04494697411692713,-0.04991618471195482,0.05018276298970904,0.04383489369086498,0.045903694796382434,0.04869875880368822,0.053196447709684166
2022-02-17,-0.04611925274711382,-0.039086908173096534,-0.04139621494219187,-0.04448882205202647,-0.04940827752609986,0.049688411334838194,0.04340410122688093,0.04545218808669135,0.0482192660094674,0.05267192099080808
2022-02-18,-0.04572555291788637,-0.03876433538459682,-0.04105028519857008,-0.0441116128411458,-0.04898131160802433,0.04911308645922324,0.042892337568480224,0.044919709522193756,0.04765880046821709,0.05206642008917815
2022-02-21,-0.04592442754889257,-0.03896306763602395,-0.04124906420511882,-0.04431045446181901,-0.049180252829903404,0.048916151587388296,0.0426952754620625,0.04472268888213791,0.04746183585149538,0.05186954562263826
2022-02-22,-0.04550990075610516,-0.038621517168808406,-0.04088354950792947,-0.04391284703923236,-0.04873159503847693,0.048336459281163285,0.04218079694842201,0.044186956880146865,0.04689738921852318,0.05125889272144962
2022-02-23,-0.04545773172490006,-0.03860143420909977,-0.04085293000790762,-0.043868117079776656,-0.04866441936430924,0.04795149222961722,0.04182450295481665,0.04382131819918679,0.046519125351306666,0.05086031298310696
2022-02-24,-0.04500593307161975,-0.03822548816940291,-0.04045207521236723,-0.04343390465654913,-0.0481771444736232,0.04736988564436704,0.04131068049778149,0.04328540456906882,0.045953365332090094,0.0502465255223785
2022-02-25,-0.04839346488271039,-0.040995494512325224,-0.04342486680403842,-0.04667826480309707,-0.05185349270220919,0.052395433140413124,0.04578438905864948,0.047938960090455035,0.05084990398260707,0.055534061488656083
2022-02-28,-0.049405606130592465,-0.04179149497513434,-0.04429184436030378,-0.0476402943753162,-0.05296672290987874,0.05432796326247374,0.04752376941307862,0.04974128888222506,0.052737279573249356,0.05755829049044689
