,VaR_0.01,VaR_0.025,VaR_0.01875,VaR_0.0125,VaR_0.00625,ES_0.01,ES_0.025,ES_0.01875,ES_0.0125,ES_0.00625
2022-02-04,-0.009545448262284978,-0.008091916163618533,-0.008569232296128555,-0.00920845064719134,-0.010225264650581564,0.010257266689410882,0.00895834762141764,0.009381671586882943,0.009953605532657821,0.010873935427125503
2022-02-07,-0.00988669544829155,-0.008390879673114837,-0.008882081072388975,-0.009539894473399788,-0.010586287895386895,0.010492086309091497,0.00915538130315135,0.009591019887352076,0.010179591559924027,0.011126694121865722
2022-02-08,-0.009699595088235525,-0.008233402841156964,-0.008714876359033721,-0.009359662250847499,-0.010385332622942786,0.01027559992804322,0.00896536737877825,0.009392378462150417,0.009969293906883645,0.010897639801178752
2022-02-09,-0.00957754825747309,-0.008133433111778882,-0.008607656871181452,-0.009242733938294282,-0.01025296034058493,0.010096871463870548,0.008806367662240713,0.009226949051963472,0.009795177627161717,0.010709545009110344
2022-02-10,-0.009487269784351476,-0.00805231844842319,-0.008523532962800801,-0.009154580070497256,-0.010158395957256157,0.010062303493743572,0.008779988742256724,0.009197901281190128,0.009762524092275862,0.010671089243862647
2022-02-11,-0.010037743781256152,-0.008529629296030763,-0.0090248693902334,-0.009688091382609156,-0.010743088330182386,0.010508593855760319,0.009160898360508929,0.009600118797984647,0.010193529751211308,0.011148419461803914
2022-02-14,-0.009912531604440998,-0.008427791960575902,-0.008915356139753087,-0.009568298601622161,-0.010606943749297765,0.010315350512450595,0.008988543463475733,0.009420956255942551,0.010005169706573076,0.010945259217498914
2022-02-15,-0.009823512271228336,-0.008347627245026449,-0.008832283712800676,-0.009481332188353824,-0.010513783114902229,0.01028373579172551,0.008964841489729598,0.009394675479935836,0.009975404826965831,0.010909887878050148
2022-02-16,-0.009673013075741137,-0.008221682899098352,-0.008698275956483039,-0.00933652597050915,-0.010351799625977171,0.01009970320291516,0.008802751837255696,0.009225434519075761,0.009796502055397118,0.01071543776347874
2022-02-17,-0.009538689589448382,-0.008107968017037788,-0.008577793546359241,-0.009206980535202011,-0.010207837503626903,0.009953257990988717,0.008674723080684095,0.009091403751214365,0.009654362240376569,0.01056024924139796
2022-02-18,-0.00969077087574916,-0.0082260702821386,-0.00870705396544958,-0.009351183874315994,-0.010375810764718746,0.010264102065454219,0.00895520250163498,0.00938177915864549,0.009958107669485437,0.010885509096657975
2022-02-21,-0.009594868027093497,-0.00814081195269639,-0.008618300150253699,-0.009257748929597262,-0.010274929478632303,0.010214985495567135,0.008915598187437784,0.009339074754613302,0.009911214873686592,0.01083187653277739
2022-02-22,-0.00950602132128936,-0.008061394457661714,-0.008535786256851741,-0.009171088361646177,-0.010181672734676505,0.01017536997252995,0.008884408884692408,0.009305139306187484,0.009873569231501813,0.010788260616829595
2022-02-23,-0.009420451397513763,-0.00799205431187499,-0.008461116517815408,-0.009089281269445314,-0.010088512150147442,0.010039827705155564,0.00876337002465136,0.009179373716008745,0.00974141756909753,0.010645832779666298
2022-02-24,-0.009365838141839614,-0.007949549877040557,-0.008414635744558332,-0.009037475412209992,-0.010028235603750412,0.00992947210482023,0.008663835223040772,0.009076312364100654,0.009633591653897104,0.010530339947570284
2022-02-25,-0.00929273415215255,-0.007883654832617517,-0.008346373400592298,-0.00896604279762606,-0.009951759993211413,0.009904362447697004,0.008645167691600323,0.00905554531294627,0.009609988036206961,0.010502171857007372
2022-02-28,-0.00929267554077691,-0.007888628566967785,-0.008349694595035435,-0.00896715092244394,-0.009949347755727906,0.009835861095353948,0.008581163391524715,0.008990075401928711,0.009542538004248032,0.010431535505176252
2022-03-01,-0.009981590323106854,-0.008453561460408288,-0.008955341109977857,-0.009627320828132441,-0.010696248818509682,0.01083605796532461,0.009470566396184755,0.00991558665964949,0.010516833496580636,0.011484332352120982
2022-03-02,-0.011211281778547199,-0.009468913671612596,-0.010041078818136604,-0.010807318290440616,-0.012026186653799805,0.012526493943232533,0.01096946251638133,0.01147690653980849,0.012162491307634173,0.013265702896459881
