,VaR_0.01,VaR_0.025,VaR_0.01875,VaR_0.0125,VaR_0.00625,ES_0.01,ES_0.025,ES_0.01875,ES_0.0125,ES_0.00625
2017-12-02,-0.054978934090119315,-0.0449780401805799,-0.048262169926957,-0.052660252996381274,-0.05965634822053858,0.08127182468876008,0.07233473151551932,0.0752473731227244,0.07918251203035949,0.08551475721764726
2017-12-03,-0.05265190922182661,-0.043016946389274544,-0.046180910363878815,-0.05041806829112764,-0.05715817753210797,0.07861345651606254,0.07000337012437567,0.07280943865022987,0.07660059146706241,0.08270114083574721
2017-12-04,-0.05267359312963237,-0.0430001895169147,-0.04617677681406971,-0.050430839804600974,-0.05719784017761031,0.0791154843397271,0.0704710461353823,0.07328831008203955,0.07709458852774463,0.08321947736522102
2017-12-05,-0.05214018826039264,-0.042518276830908114,-0.045677954938525514,-0.04990937326335651,-0.05664035243461556,0.07894736701503542,0.0703489437412969,0.07315121120097136,0.07693722856846558,0.0830295142074269
2017-12-06,-0.06232122326805402,-0.05097804867050634,-0.054702961408418876,-0.059691337907784775,-0.06762642154595733,0.09221657703827463,0.08207998233228297,0.08538354725252427,0.08984684504356778,0.09702897930112378
2017-12-07,-0.450293104868257,-0.3774768827816298,-0.401388537393363,-0.4334108542417759,-0.4843492231705281,0.541744766991467,0.4766740475939896,0.49788090770543375,0.5265325413725768,0.5726374371984098
2017-12-08,-0.13851911221098234,-0.11492109394540626,-0.12267029661094053,-0.13304797340109206,-0.14955589603087796,0.18297693838662624,0.16188905465834022,0.16876169729104942,0.17804701524961467,0.19298852337312247
2017-12-09,-0.19102330358386824,-0.1592968020604685,-0.169715265484232,-0.18366759719220369,-0.2058617758121125,0.2412140489031126,0.2128623132742475,0.22210228014360558,0.234585983268262,0.2546741862227396
2017-12-10,-0.04519032144072508,-0.03643174880590159,-0.03930792059474451,-0.04315966928500874,-0.04928670240176593,0.07413522866598418,0.06630831035147731,0.06885914063791614,0.07230545256386968,0.07785109977461242
2017-12-11,-0.16267054002378445,-0.13527502130214938,-0.14427126091482373,-0.15631896066622203,-0.17548341330669304,0.21056211764928126,0.1860806757342765,0.19405929528582364,0.2048388488528824,0.222184812438483
2017-12-12,-0.15414235272215515,-0.12798118443268952,-0.13657208358196046,-0.14807695428361928,-0.16637792079559527,0.20227368990595898,0.1788952998701673,0.1865144295141994,0.1968082924564778,0.21337270494732316
2017-12-13,-0.09408850851565473,-0.07742204442948111,-0.08289503824057626,-0.09022443241149629,-0.1018834071843062,0.13297303202684255,0.11807938914312714,0.12293329892173953,0.1294911978327205,0.14004386821932577
2017-12-14,-0.10500172302311449,-0.08654125245117829,-0.09260336860657371,-0.10072171120778795,-0.11363567781639555,0.14650110718312268,0.13000428729726296,0.13538068016401644,0.14264448244588912,0.15433306018619575
2017-12-15,-0.06951227329272099,-0.05661450037045299,-0.06084991773405824,-0.06652195837720494,-0.07554455659291784,0.10620515388050956,0.09467932435204501,0.09843564757609678,0.1035106467219078,0.11167710276598788
2017-12-16,-0.10545444570918634,-0.08681676814926963,-0.09293707617688736,-0.10113334891721418,-0.11417128014073637,0.14846262734290597,0.13180745007651043,0.1372354523744756,0.14456898183467998,0.1563697613548418
2017-12-17,-0.06794890654415939,-0.05523994665893214,-0.0594133609139095,-0.0650023674374058,-0.07389288206152703,0.10519615861855067,0.09383905797768545,0.09754039164653926,0.10254109688072112,0.1105880025670119
2017-12-18,-0.05395247324509633,-0.043427823231908746,-0.04688394590365792,-0.05151236066870846,-0.05887484789827051,0.08943386433130074,0.08002872728711236,0.08309390664077411,0.08723513242826414,0.0938990031778904
2017-12-19,-0.055075659790210986,-0.04440193581762459,-0.047907011935825666,-0.052600984806267036,-0.06006775627530105,0.0903416402447405,0.08080328632245082,0.08391188169678265,0.08811176491460357,0.09487002451291593
2017-12-20,-0.06892367182073206,-0.056112660563283824,-0.06031958681730857,-0.06595347237026328,-0.07491537672456983,0.10561172674870226,0.09416342999774469,0.0978944849170679,0.1029353451942926,0.1110468665355886
2017-12-21,-0.06877137553444111,-0.056023954550391816,-0.060209998800233866,-0.06581591932252776,-0.07473333929253292,0.10489767817823004,0.09350620756735743,0.0972187425745817,0.10223458143259502,0.11030583945279882
2017-12-22,-0.35435321215662013,-0.2968780595233621,-0.3157519582115984,-0.34102774835549665,-0.38123431833637617,0.4286801074693025,0.3773186192987598,0.3940575750815434,0.41667282441777154,0.4530642472188299
